だれが,なにを,エリア,どこで,施設名,住所,電話番号
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,福岡銀行 善導寺支店,839‐0824　久留米市善導寺町飯田631-1,0942471003
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,古賀病院２１,839‐0801　久留米市宮ノ陣町3-3-8,0942383333
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,福岡銀行 北野支店,830‐1122　久留米市北野町今山572-1,0942783111
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,新古賀クリニック,830‐0033　久留米市天神町106-1,0942352485
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,ツジ胃腸内科医院,839‐0863　久留米市国分町1163-1,0942211582
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,福岡銀行 国分支店,839‐0863　久留米市国分町1172-7,0942225152
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,新古賀病院,830‐0033　久留米市天神町120,0942382222
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,福岡銀行 田主丸支店,839‐1233　久留米市田主丸町田主丸533-8,0943722141
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,聖マリア病院,830‐0047　久留米市津福本町422,0942353322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,子育て交流プラザ くるるん,830‐0033　久留米市天神町８ リベール５階,0942345571
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米市南部保健センター,830‐0055　久留米市上津１丁目１３番２２号,0942210056
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,宮ノ陣クリーンセンター 環境交流プラザ,839‐0805　久留米市宮ノ陣町八丁島２２２５,0942275371
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,福岡銀行 花畑支店,830‐0038　久留米市西町935-13,0942344318
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,石橋記念くるめっ子館,830‐0013　久留米市櫛原町80-1,0942358411
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,筑邦市民センター行政棟,830‐0073　久留米市大善寺町宮本165-12,0942270099
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,筑邦市民センター多目的棟,830‐0073　久留米市大善寺町宮本165-6,0942274210
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,えーるピア久留米,830‐0037　久留米市諏訪野町1830-6,0942307900
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,耳納市民センター行政棟,839‐0824　久留米市善導寺町飯田202-6,0942470099
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,耳納市民センター多目的棟,839‐0824　久留米市善導寺町飯田202-1,0942470995
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,上津市民センター,830‐0055　久留米市上津１−１３−２１,0942210099
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,高牟礼市民センター,839‐0851　久留米市御井町２２５９−３,0942450099
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,千歳市民センター,839‐0809　久留米市東合川８−６−２１,0942440099
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,上津クリーンセンター,830‐0052　久留米市上津町2199-35,0942218201
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,生涯学習センター,830‐0037　久留米市諏訪野町１８３０−６,0942307900
障がいのある方・車いす使用者,暮らし,筑後エリア,柳川市,西鉄大牟田線西鉄中島駅,839‐0254　福岡県柳川市大和町中島651,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,柳川市,西鉄大牟田線塩塚駅,839‐0243　福岡県柳川市大和町塩塚,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,柳川市,西鉄大牟田線徳益駅,839‐0241　福岡県柳川市大和町徳益,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,柳川市,西鉄大牟田線西鉄柳川駅,832‐0822　福岡県柳川市三橋町下百町,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,柳川市,西鉄大牟田線矢加部駅,832‐0806　福岡県柳川市三橋町柳河,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,柳川市,西鉄大牟田線蒲池駅,832‐0001　福岡県柳川市蒲生,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,柳川市,福岡地方裁判所柳川支部・福岡家庭裁判所柳川支部・柳川簡易裁判所・柳川検察審査会,832‐0045　福岡県柳川市本町4,0944723121
障がいのある方・車いす使用者,暮らし,筑後エリア,柳川市,柳川総合庁舎,832‐0823　福岡県柳川市三橋町今古賀8-1,0944722111
障がいのある方・車いす使用者,暮らし,筑後エリア,八女市,耳納高原病院,834‐0201　福岡県八女市星野村7277番地7,-
障がいのある方・車いす使用者,暮らし,筑後エリア,八女市,筑水会病院,834‐0006　福岡県八女市吉田1191番地,-
障がいのある方・車いす使用者,暮らし,筑後エリア,八女市,福岡地方裁判所八女支部・福岡家庭裁判所八女支部・八女簡易裁判所,834‐0031　福岡県八女市本町537-4,0943234036
障がいのある方・車いす使用者,暮らし,筑後エリア,八女市,福岡県立ふれあいの家南筑後,834‐0012　福岡県八女市山内1268-2,0943227087
障がいのある方・車いす使用者,暮らし,筑後エリア,八女市,福岡県八女普及指導センター,834‐0005　福岡県八女市大島360,0943233106
障がいのある方・車いす使用者,暮らし,筑後エリア,八女市,八女総合庁舎,834‐0063　福岡県八女市本村25,0943226982
障がいのある方・車いす使用者,暮らし,筑後エリア,八女市,福岡県農林業総合試験場　八女分場,834‐1213　福岡県八女市黒木町本分3266番地1,0943420292
障がいのある方・車いす使用者,暮らし,筑後エリア,筑後市,JR九州西牟田駅,833‐0053　福岡県筑後市大字西牟田6887,-
障がいのある方・車いす使用者,暮らし,筑後エリア,筑後市,JR九州羽犬塚駅,833‐0031　福岡県筑後市大字山ノ井,-
障がいのある方・車いす使用者,暮らし,筑後エリア,筑後市,JR九州筑後船小屋駅,833‐0015　福岡県筑後市大字津島,-
障がいのある方・車いす使用者,暮らし,筑後エリア,筑後市,JR九州新幹線　筑後船小屋駅,833‐0015　福岡県筑後市津島東1088-2,-
障がいのある方・車いす使用者,暮らし,筑後エリア,筑後市,筑後市北部交流センター（チクロス）,833‐0054　筑後市大字蔵数515番地1,0942655502
障がいのある方・車いす使用者,暮らし,筑後エリア,筑後市,筑後農林事務所,833‐0041　福岡県筑後市大字和泉606-1,0942525642
障がいのある方・車いす使用者,暮らし,筑後エリア,筑後市,筑後県税事務所,833‐0031　福岡県筑後市大字和泉423,0942525131
障がいのある方・車いす使用者,暮らし,筑後エリア,大川市,大川樟風高等学校,831‐0005　福岡県大川市向島1382番地,-
障がいのある方・車いす使用者,暮らし,筑後エリア,大川市,福岡県工業技術センター　インテリア研究所,831‐0031　福岡県大川市上巻405-3,0944863259
障がいのある方・車いす使用者,暮らし,筑後エリア,小郡市,西鉄大牟田線味坂駅,838‐0135　福岡県小郡市赤川,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,小郡市,西鉄大牟田線端間駅,838‐0137　福岡県小郡市福童3410-8,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,小郡市,西鉄大牟田線西鉄小郡駅,838‐0141　福岡県小郡市小郡,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,小郡市,西鉄大牟田線大保駅,838‐0115　福岡県小郡市大保1221-3,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,小郡市,西鉄大牟田線三沢駅,838‐0106　福岡県小郡市三沢,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,小郡市,西鉄大牟田線三国が丘駅,838‐0106　福岡県小郡市三沢,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,小郡市,西鉄大牟田線津古駅,838‐0102　福岡県小郡市津古,0929222024
障がいのある方・車いす使用者,暮らし,筑後エリア,うきは市,うきは市立図書館,839‐1401　福岡県うきは市浮羽町朝田582-1,-
障がいのある方・車いす使用者,暮らし,筑後エリア,うきは市,久大本線筑後大石駅,839‐1407　福岡県うきは市浮羽町三春,-
障がいのある方・車いす使用者,暮らし,筑後エリア,うきは市,久大本線筑後吉井駅,839‐1321　福岡県うきは市吉井町,-
障がいのある方・車いす使用者,暮らし,筑後エリア,うきは市,久大本線うきは駅,839‐1401　福岡県うきは市浮羽町朝田,-
障がいのある方・車いす使用者,暮らし,筑後エリア,みやま市,西鉄大牟田線開駅,839‐0204　福岡県みやま市高田町北新開360-2,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,みやま市,西鉄大牟田線江の浦駅,839‐0213　福岡県みやま市高田町江浦,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,みやま市,コメリハードアンドグリーン 高田店,839‐0215　福岡県みやま市高田町濃施５０７番４号,-
障がいのある方・車いす使用者,暮らし,筑後エリア,みやま市,JAみなみ筑後　江浦支所,839‐0213　福岡県みやま市高田町江浦205-1,-
障がいのある方・車いす使用者,暮らし,筑後エリア,みやま市,山川総合保健福祉センター,835‐0101　福岡県みやま市山川町立山１２３４番地１,-
障がいのある方・車いす使用者,暮らし,筑後エリア,みやま市,JAみなみ筑後　本郷支所,835‐0021　福岡県みやま市瀬高町本郷713,-
障がいのある方・車いす使用者,暮らし,筑後エリア,みやま市,白雲社　せたかホール,835‐0024　福岡県みやま市瀬高町下庄533-1,-
障がいのある方・車いす使用者,暮らし,筑後エリア,みやま市,白雲社　たかたホール,839‐0215　福岡県みやま市高田町濃施164-1,-
障がいのある方・車いす使用者,暮らし,筑後エリア,みやま市,JAみなみ筑後　南瀬高支所,835‐0013　福岡県みやま市瀬高町太神1325-7,-
